rank,gid,role,priority_score,why
1,100000003016635100,distributor,96.52,"Приоритет 96.52/100. Переводит средства 73 уникальным получателям; исходящий объём 9,414,081 KZT превышает входящий 586,981 KZT."
2,100000002527114100,distributor,95.49,"Приоритет 95.49/100. Переводит средства 111 уникальным получателям; исходящий объём 3,289,249 KZT превышает входящий 129,000 KZT."
3,100000007747786100,distributor,91.38,"Приоритет 91.38/100. Переводит средства 31 уникальным получателям; исходящий объём 4,238,009 KZT превышает входящий 0 KZT."
4,100000000343175100,distributor,90.84,"Приоритет 90.84/100. Переводит средства 31 уникальным получателям; исходящий объём 4,000,039 KZT превышает входящий 178,712 KZT."
5,100000006866783100,distributor,89.74,"Приоритет 89.74/100. Переводит средства 67 уникальным получателям; исходящий объём 3,948,037 KZT превышает входящий 838,812 KZT."
6,100000000331309100,distributor,88.36,"Приоритет 88.36/100. Переводит средства 99 уникальным получателям; исходящий объём 23,001,375 KZT превышает входящий 984,635 KZT."
7,100000008680731100,distributor,87.69,"Приоритет 87.69/100. Переводит средства 27 уникальным получателям; исходящий объём 1,464,354 KZT превышает входящий 0 KZT."
8,100000003684369100,distributor,86.81,"Приоритет 86.81/100. Переводит средства 62 уникальным получателям; исходящий объём 8,588,655 KZT превышает входящий 3,848,436 KZT."
9,100000004400305100,distributor,86.5,"Приоритет 86.5/100. Переводит средства 82 уникальным получателям; исходящий объём 5,830,181 KZT превышает входящий 222,800 KZT."
10,100000005498992100,distributor,86.2,"Приоритет 86.2/100. Переводит средства 16 уникальным получателям; исходящий объём 2,262,868 KZT превышает входящий 0 KZT."
11,100000007982728100,distributor,82.12,"Приоритет 82.12/100. Переводит средства 8 уникальным получателям; исходящий объём 1,804,384 KZT превышает входящий 0 KZT."
12,100000004358004100,distributor,81.98,"Приоритет 81.98/100. Переводит средства 11 уникальным получателям; исходящий объём 980,850 KZT превышает входящий 0 KZT."
13,100000000437046100,distributor,80.94,"Приоритет 80.94/100. Переводит средства 42 уникальным получателям; исходящий объём 7,606,224 KZT превышает входящий 1,107,200 KZT."
14,100000008547948100,distributor,80.64,"Приоритет 80.64/100. Переводит средства 26 уникальным получателям; исходящий объём 5,185,600 KZT превышает входящий 212,665 KZT."
15,100000005242320100,distributor,80.44,"Приоритет 80.44/100. Переводит средства 21 уникальным получателям; исходящий объём 8,936,295 KZT превышает входящий 365,700 KZT."
16,100000008710791100,distributor,80.01,"Приоритет 80.01/100. Переводит средства 23 уникальным получателям; исходящий объём 5,521,511 KZT превышает входящий 181,510 KZT."
17,100000008489922100,distributor,79.87,"Приоритет 79.87/100. Переводит средства 36 уникальным получателям; исходящий объём 3,789,900 KZT превышает входящий 262,010 KZT."
18,100000000580561100,distributor,78.7,"Приоритет 78.7/100. Переводит средства 3 уникальным получателям; исходящий объём 1,488,077 KZT превышает входящий 27,980 KZT."
19,100000008477350100,distributor,77.61,"Приоритет 77.61/100. Переводит средства 39 уникальным получателям; исходящий объём 3,374,866 KZT превышает входящий 610,100 KZT."
20,100000003880331100,distributor,77.1,"Приоритет 77.1/100. Переводит средства 16 уникальным получателям; исходящий объём 3,904,908 KZT превышает входящий 100,000 KZT."
21,100000001697501100,distributor,77.06,"Приоритет 77.06/100. Переводит средства 38 уникальным получателям; исходящий объём 1,482,606 KZT превышает входящий 123,700 KZT."
22,100000008603629100,distributor,77.04,"Приоритет 77.04/100. Переводит средства 61 уникальным получателям; исходящий объём 4,986,156 KZT превышает входящий 1,817,300 KZT."
23,100000002957787100,distributor,76.78,"Приоритет 76.78/100. Переводит средства 34 уникальным получателям; исходящий объём 1,276,154 KZT превышает входящий 84,956 KZT."
24,100000002578405100,distributor,76.51,"Приоритет 76.51/100. Переводит средства 116 уникальным получателям; исходящий объём 3,108,352 KZT превышает входящий 1,200,351 KZT."
25,100000005704413100,distributor,76.36,"Приоритет 76.36/100. Переводит средства 32 уникальным получателям; исходящий объём 1,363,593 KZT превышает входящий 97,835 KZT."
26,100000008748914100,distributor,76.33,"Приоритет 76.33/100. Переводит средства 13 уникальным получателям; исходящий объём 4,471,847 KZT превышает входящий 180,000 KZT."
27,100000008466579100,distributor,75.94,"Приоритет 75.94/100. Переводит средства 17 уникальным получателям; исходящий объём 1,933,000 KZT превышает входящий 36,952 KZT."
28,100000008742053100,distributor,75.6,"Приоритет 75.6/100. Переводит средства 12 уникальным получателям; исходящий объём 2,789,000 KZT превышает входящий 10,000 KZT."
29,100000008465789100,distributor,75.37,"Приоритет 75.37/100. Переводит средства 16 уникальным получателям; исходящий объём 1,858,100 KZT превышает входящий 30,099 KZT."
30,100000008413748100,distributor,75.26,"Приоритет 75.26/100. Переводит средства 18 уникальным получателям; исходящий объём 1,377,320 KZT превышает входящий 26,480 KZT."
31,100000008710843100,distributor,74.88,"Приоритет 74.88/100. Переводит средства 13 уникальным получателям; исходящий объём 1,985,500 KZT превышает входящий 33,944 KZT."
32,100000008418835100,terminal,74.74,"Приоритет 74.74/100. Получает 1,372,000 KZT, исходящий объём составляет 186,179 KZT (14% входящего)."
33,100000005485830100,distributor,74.68,"Приоритет 74.68/100. Переводит средства 5 уникальным получателям; исходящий объём 275,885 KZT превышает входящий 0 KZT."
34,100000008547844100,distributor,74.58,"Приоритет 74.58/100. Переводит средства 19 уникальным получателям; исходящий объём 2,042,199 KZT превышает входящий 177,600 KZT."
