rank,gid,role,priority_score,why
1,100000003684369100,distributor,1.0,"24 входящих связей от 24 отправителей; 62 исходящих связей к 62 получателям; вход 3,848,436 KZT, выход 8,588,655 KZT. Seed: входящие суммы неполны, pass-through не интерпретируется"
2,100000005933757100,distributor,1.0,"4 входящих связей от 4 отправителей; 34 исходящих связей к 34 получателям; вход 1,246,000 KZT, выход 3,002,628 KZT"
3,100000007629096100,consolidator,1.0,"4 входящих связей от 4 отправителей; 1 исходящих связей к 1 получателям; вход 1,075,170 KZT, выход 765,205 KZT"
4,100000008603629100,distributor,1.0,"19 входящих связей от 19 отправителей; 61 исходящих связей к 61 получателям; вход 1,817,300 KZT, выход 4,986,156 KZT"
5,100000008477350100,distributor,0.9998,"11 входящих связей от 11 отправителей; 39 исходящих связей к 39 получателям; вход 610,100 KZT, выход 3,374,866 KZT"
6,100000003016635100,distributor,0.9983,"8 входящих связей от 8 отправителей; 73 исходящих связей к 73 получателям; вход 586,981 KZT, выход 9,414,081 KZT. Seed: входящие суммы неполны, pass-through не интерпретируется"
7,100000005074393100,distributor,0.9956,"4 входящих связей от 4 отправителей; 6 исходящих связей к 6 получателям; вход 563,026 KZT, выход 685,500 KZT"
8,100000003701161100,coordinator,0.9899,"4 входящих связей от 4 отправителей; 3 исходящих связей к 3 получателям; вход 1,527,103 KZT, выход 349,000 KZT"
9,100000003115284100,coordinator,0.9864,"8 входящих связей от 8 отправителей; 2 исходящих связей к 2 получателям; вход 2,160,500 KZT, выход 517,000 KZT"
10,100000008165763100,distributor,0.9766,"15 входящих связей от 15 отправителей; 17 исходящих связей к 17 получателям; вход 1,165,815 KZT, выход 1,267,858 KZT"
11,100000000661912100,transit,0.9757,"5 входящих связей от 5 отправителей; 2 исходящих связей к 2 получателям; вход 393,036 KZT, выход 430,700 KZT"
12,100000002741024100,distributor,0.9669,"5 входящих связей от 5 отправителей; 6 исходящих связей к 6 получателям; вход 817,981 KZT, выход 434,989 KZT"
13,100000000331309100,distributor,0.964,"5 входящих связей от 5 отправителей; 99 исходящих связей к 99 получателям; вход 984,635 KZT, выход 23,001,375 KZT"
14,100000006866783100,distributor,0.9621,"13 входящих связей от 13 отправителей; 67 исходящих связей к 67 получателям; вход 838,812 KZT, выход 3,948,037 KZT. Seed: входящие суммы неполны, pass-through не интерпретируется"
15,100000003635170100,distributor,0.954,"3 входящих связей от 3 отправителей; 4 исходящих связей к 4 получателям; вход 268,500 KZT, выход 253,500 KZT"
16,100000002217161100,distributor,0.9539,"2 входящих связей от 2 отправителей; 7 исходящих связей к 7 получателям; вход 404,750 KZT, выход 995,132 KZT"
17,100000007382543100,distributor,0.953,"3 входящих связей от 3 отправителей; 5 исходящих связей к 5 получателям; вход 218,000 KZT, выход 427,000 KZT"
18,100000005339662100,coordinator,0.9454,"4 входящих связей от 4 отправителей; 4 исходящих связей к 4 получателям; вход 202,939 KZT, выход 295,160 KZT"
19,100000004156082100,distributor,0.9423,"5 входящих связей от 5 отправителей; 26 исходящих связей к 26 получателям; вход 377,366 KZT, выход 2,319,556 KZT"
20,100000004015047100,consolidator,0.9388,"9 входящих связей от 9 отправителей; 1 исходящих связей к 1 получателям; вход 919,104 KZT, выход 69,195 KZT"
21,100000000437046100,distributor,0.9338,"9 входящих связей от 9 отправителей; 42 исходящих связей к 42 получателям; вход 1,107,200 KZT, выход 7,606,224 KZT"
22,100000001899164100,coordinator,0.9283,"4 входящих связей от 4 отправителей; 3 исходящих связей к 3 получателям; вход 291,675 KZT, выход 76,500 KZT"
23,100000008461532100,distributor,0.9134,"2 входящих связей от 2 отправителей; 8 исходящих связей к 8 получателям; вход 565,300 KZT, выход 2,530,090 KZT"
24,100000002781227100,distributor,0.8977,"2 входящих связей от 2 отправителей; 3 исходящих связей к 3 получателям; вход 191,168 KZT, выход 212,420 KZT"
25,100000004759121100,coordinator,0.8944,"6 входящих связей от 6 отправителей; 2 исходящих связей к 2 получателям; вход 710,000 KZT, выход 312,000 KZT"
26,100000008748914100,distributor,0.8863,"2 входящих связей от 2 отправителей; 13 исходящих связей к 13 получателям; вход 180,000 KZT, выход 4,471,847 KZT"
27,100000002527114100,distributor,0.881,"3 входящих связей от 3 отправителей; 111 исходящих связей к 111 получателям; вход 129,000 KZT, выход 3,289,249 KZT. Seed: входящие суммы неполны, pass-through не интерпретируется"
28,100000001526235100,distributor,0.8807,"3 входящих связей от 3 отправителей; 8 исходящих связей к 8 получателям; вход 82,000 KZT, выход 432,750 KZT"
29,100000001616816100,coordinator,0.8797,"5 входящих связей от 5 отправителей; 3 исходящих связей к 3 получателям; вход 176,195 KZT, выход 181,326 KZT. Seed: входящие суммы неполны, pass-through не интерпретируется"
30,100000004717647100,distributor,0.8797,"1 входящих связей от 1 отправителей; 5 исходящих связей к 5 получателям; вход 300,000 KZT, выход 2,240,000 KZT"
31,100000007442518100,distributor,0.8744,"5 входящих связей от 5 отправителей; 9 исходящих связей к 9 получателям; вход 510,000 KZT, выход 4,419,999 KZT"
32,100000004330371100,coordinator,0.874,"2 входящих связей от 2 отправителей; 2 исходящих связей к 2 получателям; вход 264,171 KZT, выход 90,681 KZT"
33,100000001857829100,distributor,0.8712,"6 входящих связей от 6 отправителей; 16 исходящих связей к 16 получателям; вход 888,535 KZT, выход 2,390,993 KZT"
34,100000002175422100,distributor,0.8694,"3 входящих связей от 3 отправителей; 6 исходящих связей к 6 получателям; вход 68,500 KZT, выход 1,621,188 KZT"
35,100000000343175100,distributor,0.8579,"8 входящих связей от 8 отправителей; 31 исходящих связей к 31 получателям; вход 178,712 KZT, выход 4,000,039 KZT. Seed: входящие суммы неполны, pass-through не интерпретируется"
36,100000004403675100,distributor,0.8547,"4 входящих связей от 4 отправителей; 5 исходящих связей к 5 получателям; вход 182,980 KZT, выход 264,699 KZT"
37,100000008637537100,coordinator,0.8543,"3 входящих связей от 3 отправителей; 3 исходящих связей к 3 получателям; вход 619,890 KZT, выход 2,351,495 KZT. Seed: входящие суммы неполны, pass-through не интерпретируется"
38,100000004180097100,coordinator,0.853,"3 входящих связей от 3 отправителей; 3 исходящих связей к 3 получателям; вход 104,854 KZT, выход 47,800 KZT"
39,100000002578405100,distributor,0.8529,"2 входящих связей от 2 отправителей; 116 исходящих связей к 116 получателям; вход 1,200,351 KZT, выход 3,108,352 KZT"
40,100000004017410100,distributor,0.8474,"2 входящих связей от 2 отправителей; 5 исходящих связей к 5 получателям; вход 193,650 KZT, выход 1,330,915 KZT"
41,100000008258083100,coordinator,0.8412,"2 входящих связей от 2 отправителей; 2 исходящих связей к 2 получателям; вход 3,149,500 KZT, выход 2,045,650 KZT"
42,100000000673868100,distributor,0.8382,"1 входящих связей от 1 отправителей; 5 исходящих связей к 5 получателям; вход 2,030,650 KZT, выход 383,000 KZT"
43,100000004159526100,coordinator,0.8333,"4 входящих связей от 4 отправителей; 4 исходящих связей к 4 получателям; вход 275,037 KZT, выход 68,000 KZT"
44,100000000076451100,distributor,0.8314,"3 входящих связей от 3 отправителей; 4 исходящих связей к 4 получателям; вход 87,707 KZT, выход 58,000 KZT"
45,100000006579678100,distributor,0.8289,"2 входящих связей от 2 отправителей; 6 исходящих связей к 6 получателям; вход 192,930 KZT, выход 1,668,800 KZT"
46,100000001732159100,distributor,0.8272,"2 входящих связей от 2 отправителей; 4 исходящих связей к 4 получателям; вход 2,378,100 KZT, выход 1,505,966 KZT. Seed: входящие суммы неполны, pass-through не интерпретируется"
47,100000008489922100,distributor,0.8262,"3 входящих связей от 3 отправителей; 36 исходящих связей к 36 получателям; вход 262,010 KZT, выход 3,789,900 KZT"
48,100000004707703100,distributor,0.8252,"2 входящих связей от 2 отправителей; 5 исходящих связей к 5 получателям; вход 239,300 KZT, выход 231,650 KZT"
49,100000002267998100,distributor,0.8249,"2 входящих связей от 2 отправителей; 3 исходящих связей к 3 получателям; вход 420,000 KZT, выход 1,115,000 KZT"
50,100000006069103100,transit,0.8237,"3 входящих связей от 3 отправителей; 3 исходящих связей к 3 получателям; вход 228,818 KZT, выход 270,000 KZT"
51,100000004076740100,distributor,0.8195,"3 входящих связей от 3 отправителей; 6 исходящих связей к 6 получателям; вход 93,250 KZT, выход 125,000 KZT"
52,100000004479404100,consolidator,0.8152,"2 входящих связей от 2 отправителей; 1 исходящих связей к 1 получателям; вход 1,492,000 KZT, выход 300,000 KZT"
53,100000008346837100,distributor,0.811,"9 входящих связей от 9 отправителей; 25 исходящих связей к 25 получателям; вход 254,359 KZT, выход 1,258,643 KZT"
54,100000006518161100,transit,0.8108,"3 входящих связей от 3 отправителей; 2 исходящих связей к 2 получателям; вход 594,200 KZT, выход 595,899 KZT"
55,100000007908818100,distributor,0.8064,"4 входящих связей от 4 отправителей; 6 исходящих связей к 6 получателям; вход 727,475 KZT, выход 302,000 KZT"
56,100000008686313100,distributor,0.8049,"6 входящих связей от 6 отправителей; 7 исходящих связей к 7 получателям; вход 1,912,716 KZT, выход 333,800 KZT"
57,100000004299488100,peripheral,0.8041,"6 входящих связей от 6 отправителей; 2 исходящих связей к 2 получателям; вход 1,749,000 KZT, выход 344,999 KZT"
58,100000005382566100,coordinator,0.8028,"7 входящих связей от 7 отправителей; 1 исходящих связей к 1 получателям; вход 393,066 KZT, выход 50,000 KZT. Seed: входящие суммы неполны, pass-through не интерпретируется"
59,100000008418835100,distributor,0.802,"1 входящих связей от 1 отправителей; 4 исходящих связей к 4 получателям; вход 1,372,000 KZT, выход 186,179 KZT. Seed: входящие суммы неполны, pass-through не интерпретируется"
60,100000003242289100,distributor,0.8014,"3 входящих связей от 3 отправителей; 23 исходящих связей к 23 получателям; вход 550,791 KZT, выход 2,377,741 KZT"
61,100000008324800100,consolidator,0.8005,"3 входящих связей от 3 отправителей; 1 исходящих связей к 1 получателям; вход 526,500 KZT, выход 511,000 KZT"
62,100000005473151100,distributor,0.7999,"3 входящих связей от 3 отправителей; 4 исходящих связей к 4 получателям; вход 1,220,000 KZT, выход 225,000 KZT"
63,100000001697501100,distributor,0.7996,"3 входящих связей от 3 отправителей; 38 исходящих связей к 38 получателям; вход 123,700 KZT, выход 1,482,606 KZT"
64,100000006424479100,coordinator,0.7985,"1 входящих связей от 1 отправителей; 2 исходящих связей к 2 получателям; вход 500,000 KZT, выход 220,000 KZT"
65,100000008213966100,consolidator,0.7981,"3 входящих связей от 3 отправителей; 1 исходящих связей к 1 получателям; вход 187,004 KZT, выход 436,900 KZT"
66,100000003718221100,distributor,0.7979,"2 входящих связей от 2 отправителей; 4 исходящих связей к 4 получателям; вход 350,000 KZT, выход 423,500 KZT"
67,100000005704413100,distributor,0.7936,"3 входящих связей от 3 отправителей; 32 исходящих связей к 32 получателям; вход 97,835 KZT, выход 1,363,593 KZT"
68,100000002957787100,distributor,0.7933,"4 входящих связей от 4 отправителей; 34 исходящих связей к 34 получателям; вход 84,956 KZT, выход 1,276,154 KZT"
69,100000002224132100,peripheral,0.791,"5 входящих связей от 5 отправителей; 4 исходящих связей к 4 получателям; вход 3,951,020 KZT, выход 12,115,000 KZT"
70,100000004221668100,peripheral,0.7872,"4 входящих связей от 4 отправителей; 3 исходящих связей к 3 получателям; вход 1,128,300 KZT, выход 731,440 KZT"
71,100000002398779100,consolidator,0.7856,"13 входящих связей от 13 отправителей; 1 исходящих связей к 1 получателям; вход 1,095,690 KZT, выход 66,000 KZT"
