gid,depth,is_seed,in_degree,out_degree,out_amount,out_tx_count,unique_receivers,in_amount,in_tx_count,unique_senders,truncated_by_depth,pass_through,pagerank,betweenness,cluster_id,_in_degree,_out_degree,_in_amount,_out_amount,_pagerank,_betweenness,_unique_senders,_unique_receivers,role,role_score,evidence,priority_score
100000000343175100,0,True,8,31,4000039.0,33,31,178712.0,14,8,False,,0.0007132581979384031,0.0009459530685219553,11,1.0,1.0,0.7382979846268166,1.0,0.6198272547446937,1.0,1.0,1.0,distributor,1.0,"8 входящих связей от 8 отправителей; 31 исходящих связей к 31 получателям; вход 178,712 KZT, выход 4,000,039 KZT. Seed: входящие суммы неполны, pass-through не интерпретируется",0.8579
100000000456947100,0,True,0,0,0.0,0,0,0.0,0,0,False,,0.0002855692942172902,0.0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,peripheral,0.35,"0 входящих связей от 0 отправителей; 0 исходящих связей к 0 получателям; вход 0 KZT, выход 0 KZT. Seed: входящие суммы неполны, pass-through не интерпретируется",0.0
100000000580561100,0,True,2,3,1488077.0,13,3,27980.0,3,2,False,,0.0008349888856684632,1.1888811083225246e-06,23,0.5849625007211564,0.7737056144690831,0.345005378681884,1.0,0.7968075093292748,0.008837113474529788,0.5849625007211564,0.7737056144690831,distributor,0.8529,"2 входящих связей от 2 отправителей; 3 исходящих связей к 3 получателям; вход 27,980 KZT, выход 1,488,077 KZT. Seed: входящие суммы неполны, pass-through не интерпретируется",0.5748
100000001415126100,0,True,1,0,0.0,0,0,27000.0,1,1,False,,0.0004096189054308039,0.0,49,0.0,0.0,0.33744353403694743,0.0,0.17828220538192388,0.0,0.0,0.0,terminal,0.4344,"1 входящих связей от 1 отправителей; 0 исходящих связей к 0 получателям; вход 27,000 KZT, выход 0 KZT. Seed: входящие суммы неполны, pass-through не интерпретируется",0.1053
100000001429930100,0,True,1,0,0.0,0,0,26000.0,1,1,False,,0.000350797891474077,0.0,12,0.0,0.0,0.32943901036304085,0.0,0.09273058836819136,0.0,0.0,0.0,terminal,0.4324,"1 входящих связей от 1 отправителей; 0 исходящих связей к 0 получателям; вход 26,000 KZT, выход 0 KZT. Seed: входящие суммы неполны, pass-through не интерпретируется",0.0825
100000001616816100,0,True,5,3,181326.0,10,3,176195.0,12,5,False,,0.0024346571906844494,0.00010164933476157584,2,1.0,0.7737056144690831,0.7352894868476966,0.8953034851512506,1.0,0.7555352520382013,1.0,0.7737056144690831,coordinator,0.8411,"5 входящих связей от 5 отправителей; 3 исходящих связей к 3 получателям; вход 176,195 KZT, выход 181,326 KZT. Seed: входящие суммы неполны, pass-through не интерпретируется",0.8797
100000001732159100,0,True,2,4,1505966.0,23,4,2378100.0,30,2,False,,0.001095056787299681,3.943122342603039e-05,42,0.5849625007211564,0.8982444017039272,1.0,1.0,1.0,0.2930919926843521,0.5849625007211564,0.8982444017039272,distributor,0.9339,"2 входящих связей от 2 отправителей; 4 исходящих связей к 4 получателям; вход 2,378,100 KZT, выход 1,505,966 KZT. Seed: входящие суммы неполны, pass-through не интерпретируется",0.8272
100000002527114100,0,True,3,111,3289249.0,113,111,129000.0,4,3,False,,0.0008111056953132608,0.00019418391435934565,22,1.0,1.0,0.6691607711977557,1.0,0.7620862195729946,1.0,1.0,1.0,distributor,1.0,"3 входящих связей от 3 отправителей; 111 исходящих связей к 111 получателям; вход 129,000 KZT, выход 3,289,249 KZT. Seed: входящие суммы неполны, pass-through не интерпретируется",0.881
100000002916006100,0,True,0,1,32000.0,1,1,0.0,0,0,False,,0.0002855692942172902,0.0,49,0.0,0.3868528072345416,0.0,0.7670471445731226,0.0,0.0,0.0,0.3868528072345416,peripheral,0.35,"0 входящих связей от 0 отправителей; 1 исходящих связей к 1 получателям; вход 0 KZT, выход 32,000 KZT. Seed: входящие суммы неполны, pass-through не интерпретируется",0.2038
100000003016635100,0,True,8,73,9414081.0,151,73,586981.0,36,8,False,,0.001189636334387764,0.009363033168594041,16,1.0,1.0,0.9905332809029217,1.0,1.0,1.0,1.0,1.0,distributor,1.0,"8 входящих связей от 8 отправителей; 73 исходящих связей к 73 получателям; вход 586,981 KZT, выход 9,414,081 KZT. Seed: входящие суммы неполны, pass-through не интерпретируется",0.9983
100000003200071100,0,True,0,1,30000.0,1,1,0.0,0,0,False,,0.0002855692942172902,0.0,61,0.0,0.3868528072345416,0.0,0.762275140587193,0.0,0.0,0.0,0.3868528072345416,peripheral,0.35,"0 входящих связей от 0 отправителей; 1 исходящих связей к 1 получателям; вход 0 KZT, выход 30,000 KZT. Seed: входящие суммы неполны, pass-through не интерпретируется",0.203
100000003265658100,0,True,0,0,0.0,0,0,0.0,0,0,False,,0.0002855692942172902,0.0,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,peripheral,0.35,"0 входящих связей от 0 отправителей; 0 исходящих связей к 0 получателям; вход 0 KZT, выход 0 KZT. Seed: входящие суммы неполны, pass-through не интерпретируется",0.0
100000003349739100,0,True,0,0,0.0,0,0,0.0,0,0,False,,0.0002855692942172902,0.0,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,peripheral,0.35,"0 входящих связей от 0 отправителей; 0 исходящих связей к 0 получателям; вход 0 KZT, выход 0 KZT. Seed: входящие суммы неполны, pass-through не интерпретируется",0.0
100000003684369100,0,True,24,62,8588655.0,67,62,3848436.0,58,24,False,,0.002020291208486861,0.0022901813083319564,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,distributor,1.0,"24 входящих связей от 24 отправителей; 62 исходящих связей к 62 получателям; вход 3,848,436 KZT, выход 8,588,655 KZT. Seed: входящие суммы неполны, pass-through не интерпретируется",1.0
100000003770083100,0,True,0,0,0.0,0,0,0.0,0,0,False,,0.0002855692942172902,0.0,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,peripheral,0.35,"0 входящих связей от 0 отправителей; 0 исходящих связей к 0 получателям; вход 0 KZT, выход 0 KZT. Seed: входящие суммы неполны, pass-through не интерпретируется",0.0
100000003975102100,0,True,1,2,88500.0,2,2,25650.0,1,1,False,,0.00034546521801697994,1.0303636272128546e-05,16,0.0,0.6131471927654585,0.3265645007844836,0.8422651990978818,0.08497428776389239,0.07658796773984698,0.0,0.6131471927654585,peripheral,0.35,"1 входящих связей от 1 отправителей; 2 исходящих связей к 2 получателям; вход 25,650 KZT, выход 88,500 KZT. Seed: входящие суммы неполны, pass-through не интерпретируется",0.3527
100000003977183100,0,True,2,4,766000.0,6,4,123800.0,2,2,False,,0.0003314603816994432,1.5851748110966993e-06,2,0.5849625007211564,0.8982444017039272,0.6604338649419642,1.0,0.06460424801021633,0.011782815631314366,0.5849625007211564,0.8982444017039272,distributor,0.9339,"2 входящих связей от 2 отправителей; 4 исходящих связей к 4 получателям; вход 123,800 KZT, выход 766,000 KZT. Seed: входящие суммы неполны, pass-through не интерпретируется",0.4703
100000004007116100,0,True,3,4,148000.0,6,4,764704.0,24,3,False,,0.0006277769573248414,7.925874055483496e-07,34,1.0,0.8982444017039272,1.0,0.8802869623876085,0.49553601520289026,0.00589141015038315,1.0,0.8982444017039272,distributor,0.892,"3 входящих связей от 3 отправителей; 4 исходящих связей к 4 получателям; вход 764,704 KZT, выход 148,000 KZT. Seed: входящие суммы неполны, pass-through не интерпретируется",0.6336
100000004019124100,0,True,3,0,0.0,0,0,193000.0,3,3,False,,0.0012028680902033675,0.0,16,1.0,0.0,0.7546116954631534,0.0,1.0,0.0,1.0,0.0,terminal,0.7387,"3 входящих связей от 3 отправителей; 0 исходящих связей к 0 получателям; вход 193,000 KZT, выход 0 KZT. Seed: входящие суммы неполны, pass-through не интерпретируется",0.5558
